"GEO_ID","NAME","H001001",
"Geography","Geographic Area Name","Total",
"1500000US060855032043","Block Group 3, Census Tract 5032.04, Santa Clara County, California","452",
"1500000US060855032044","Block Group 4, Census Tract 5032.04, Santa Clara County, California","168",
"1500000US060855032045","Block Group 5, Census Tract 5032.04, Santa Clara County, California","487",
"1500000US060855032071","Block Group 1, Census Tract 5032.07, Santa Clara County, California","623",
"1500000US060855032072","Block Group 2, Census Tract 5032.07, Santa Clara County, California","399",
"1500000US060855032081","Block Group 1, Census Tract 5032.08, Santa Clara County, California","405",
"1500000US060855032082","Block Group 2, Census Tract 5032.08, Santa Clara County, California","464",
"1500000US060855032101","Block Group 1, Census Tract 5032.10, Santa Clara County, California","541",
"1500000US060855032102","Block Group 2, Census Tract 5032.10, Santa Clara County, California","416",
"1500000US060855032111","Block Group 1, Census Tract 5032.11, Santa Clara County, California","558",
"1500000US060855032112","Block Group 2, Census Tract 5032.11, Santa Clara County, California","567",
"1500000US060855032121","Block Group 1, Census Tract 5032.12, Santa Clara County, California","218",
"1500000US060855032122","Block Group 2, Census Tract 5032.12, Santa Clara County, California","489",
"1500000US060855032123","Block Group 3, Census Tract 5032.12, Santa Clara County, California","243",
"1500000US060855032131","Block Group 1, Census Tract 5032.13, Santa Clara County, California","423",
"1500000US060855032132","Block Group 2, Census Tract 5032.13, Santa Clara County, California","810",
"1500000US060855032141","Block Group 1, Census Tract 5032.14, Santa Clara County, California","1193",
"1500000US060855032142","Block Group 2, Census Tract 5032.14, Santa Clara County, California","935",
"1500000US060855032171","Block Group 1, Census Tract 5032.17, Santa Clara County, California","407",
"1500000US060855032172","Block Group 2, Census Tract 5032.17, Santa Clara County, California","377",
"1500000US060855032173","Block Group 3, Census Tract 5032.17, Santa Clara County, California","275",
"1500000US060855032181","Block Group 1, Census Tract 5032.18, Santa Clara County, California","846",
"1500000US060855032182","Block Group 2, Census Tract 5032.18, Santa Clara County, California","291",
"1500000US060855033041","Block Group 1, Census Tract 5033.04, Santa Clara County, California","628",
"1500000US060855033042","Block Group 2, Census Tract 5033.04, Santa Clara County, California","443",
"1500000US060855033043","Block Group 3, Census Tract 5033.04, Santa Clara County, California","379",
"1500000US060855033044","Block Group 4, Census Tract 5033.04, Santa Clara County, California","372",
"1500000US060855033051","Block Group 1, Census Tract 5033.05, Santa Clara County, California","322",
"1500000US060855033052","Block Group 2, Census Tract 5033.05, Santa Clara County, California","518",
"1500000US060855033053","Block Group 3, Census Tract 5033.05, Santa Clara County, California","609",
"1500000US060855033061","Block Group 1, Census Tract 5033.06, Santa Clara County, California","298",
"1500000US060855033062","Block Group 2, Census Tract 5033.06, Santa Clara County, California","371",
"1500000US060855033063","Block Group 3, Census Tract 5033.06, Santa Clara County, California","221",
"1500000US060855033121","Block Group 1, Census Tract 5033.12, Santa Clara County, California","242",
"1500000US060855033122","Block Group 2, Census Tract 5033.12, Santa Clara County, California","584",
"1500000US060855033123","Block Group 3, Census Tract 5033.12, Santa Clara County, California","248",
"1500000US060855033131","Block Group 1, Census Tract 5033.13, Santa Clara County, California","423",
"1500000US060855033132","Block Group 2, Census Tract 5033.13, Santa Clara County, California","468",
"1500000US060855033133","Block Group 3, Census Tract 5033.13, Santa Clara County, California","388",
"1500000US060855033151","Block Group 1, Census Tract 5033.15, Santa Clara County, California","496",
"1500000US060855033152","Block Group 2, Census Tract 5033.15, Santa Clara County, California","343",
"1500000US060855033153","Block Group 3, Census Tract 5033.15, Santa Clara County, California","1144",
"1500000US060855033211","Block Group 1, Census Tract 5033.21, Santa Clara County, California","444",
"1500000US060855033212","Block Group 2, Census Tract 5033.21, Santa Clara County, California","644",
"1500000US060855033221","Block Group 1, Census Tract 5033.22, Santa Clara County, California","298",
"1500000US060855033222","Block Group 2, Census Tract 5033.22, Santa Clara County, California","411",
"1500000US060855033223","Block Group 3, Census Tract 5033.22, Santa Clara County, California","313",
"1500000US060855033231","Block Group 1, Census Tract 5033.23, Santa Clara County, California","538",
"1500000US060855033232","Block Group 2, Census Tract 5033.23, Santa Clara County, California","658",
"1500000US060855033241","Block Group 1, Census Tract 5033.24, Santa Clara County, California","512",
"1500000US060855033242","Block Group 2, Census Tract 5033.24, Santa Clara County, California","385",
"1500000US060855033251","Block Group 1, Census Tract 5033.25, Santa Clara County, California","572",
"1500000US060855033252","Block Group 2, Census Tract 5033.25, Santa Clara County, California","571",
"1500000US060855033261","Block Group 1, Census Tract 5033.26, Santa Clara County, California","1214",
"1500000US060855033262","Block Group 2, Census Tract 5033.26, Santa Clara County, California","526",
"1500000US060855033271","Block Group 1, Census Tract 5033.27, Santa Clara County, California","435",
"1500000US060855033272","Block Group 2, Census Tract 5033.27, Santa Clara County, California","447",
"1500000US060855033273","Block Group 3, Census Tract 5033.27, Santa Clara County, California","568",
"1500000US060855033291","Block Group 1, Census Tract 5033.29, Santa Clara County, California","496",
"1500000US060855033292","Block Group 2, Census Tract 5033.29, Santa Clara County, California","476",
"1500000US060855033301","Block Group 1, Census Tract 5033.30, Santa Clara County, California","575",
"1500000US060855033302","Block Group 2, Census Tract 5033.30, Santa Clara County, California","467",
"1500000US060855033303","Block Group 3, Census Tract 5033.30, Santa Clara County, California","1051",
"1500000US060855033311","Block Group 1, Census Tract 5033.31, Santa Clara County, California","1071",
"1500000US060855033312","Block Group 2, Census Tract 5033.31, Santa Clara County, California","345",
"1500000US060855033321","Block Group 1, Census Tract 5033.32, Santa Clara County, California","884",
"1500000US060855033322","Block Group 2, Census Tract 5033.32, Santa Clara County, California","458",
"1500000US060855033323","Block Group 3, Census Tract 5033.32, Santa Clara County, California","267",
"1500000US060855033324","Block Group 4, Census Tract 5033.32, Santa Clara County, California","960",
"1500000US060855033331","Block Group 1, Census Tract 5033.33, Santa Clara County, California","503",
"1500000US060855033332","Block Group 2, Census Tract 5033.33, Santa Clara County, California","793",
"1500000US060855033341","Block Group 1, Census Tract 5033.34, Santa Clara County, California","1350",
"1500000US060855033342","Block Group 2, Census Tract 5033.34, Santa Clara County, California","513",
"1500000US060855033343","Block Group 3, Census Tract 5033.34, Santa Clara County, California","759",
"1500000US060855033361","Block Group 1, Census Tract 5033.36, Santa Clara County, California","354",
"1500000US060855033362","Block Group 2, Census Tract 5033.36, Santa Clara County, California","513",
"1500000US060855033371","Block Group 1, Census Tract 5033.37, Santa Clara County, California","594",
"1500000US060855033372","Block Group 2, Census Tract 5033.37, Santa Clara County, California","354",
"1500000US060855034011","Block Group 1, Census Tract 5034.01, Santa Clara County, California","237",
"1500000US060855034012","Block Group 2, Census Tract 5034.01, Santa Clara County, California","333",
"1500000US060855034013","Block Group 3, Census Tract 5034.01, Santa Clara County, California","376",
"1500000US060855034021","Block Group 1, Census Tract 5034.02, Santa Clara County, California","23",
"1500000US060855034022","Block Group 2, Census Tract 5034.02, Santa Clara County, California","463",
"1500000US060855034023","Block Group 3, Census Tract 5034.02, Santa Clara County, California","698",
"1500000US060855035041","Block Group 1, Census Tract 5035.04, Santa Clara County, California","266",
"1500000US060855035042","Block Group 2, Census Tract 5035.04, Santa Clara County, California","301",
"1500000US060855035043","Block Group 3, Census Tract 5035.04, Santa Clara County, California","262",
"1500000US060855035044","Block Group 4, Census Tract 5035.04, Santa Clara County, California","168",
"1500000US060855035045","Block Group 5, Census Tract 5035.04, Santa Clara County, California","200",
"1500000US060855035061","Block Group 1, Census Tract 5035.06, Santa Clara County, California","533",
"1500000US060855035062","Block Group 2, Census Tract 5035.06, Santa Clara County, California","430",
"1500000US060855035063","Block Group 3, Census Tract 5035.06, Santa Clara County, California","296",
"1500000US060855035071","Block Group 1, Census Tract 5035.07, Santa Clara County, California","267",
"1500000US060855035072","Block Group 2, Census Tract 5035.07, Santa Clara County, California","113",
"1500000US060855035081","Block Group 1, Census Tract 5035.08, Santa Clara County, California","765",
"1500000US060855035082","Block Group 2, Census Tract 5035.08, Santa Clara County, California","503",
"1500000US060855035091","Block Group 1, Census Tract 5035.09, Santa Clara County, California","397",
"1500000US060855035092","Block Group 2, Census Tract 5035.09, Santa Clara County, California","214",
"1500000US060855035093","Block Group 3, Census Tract 5035.09, Santa Clara County, California","261",
"1500000US060855035101","Block Group 1, Census Tract 5035.10, Santa Clara County, California","608",
"1500000US060855035102","Block Group 2, Census Tract 5035.10, Santa Clara County, California","331",
"1500000US060855035103","Block Group 3, Census Tract 5035.10, Santa Clara County, California","401",
"1500000US060855035111","Block Group 1, Census Tract 5035.11, Santa Clara County, California","396",
"1500000US060855035112","Block Group 2, Census Tract 5035.11, Santa Clara County, California","435",
"1500000US060855036011","Block Group 1, Census Tract 5036.01, Santa Clara County, California","285",
"1500000US060855036012","Block Group 2, Census Tract 5036.01, Santa Clara County, California","606",
"1500000US060855036021","Block Group 1, Census Tract 5036.02, Santa Clara County, California","406",
"1500000US060855036022","Block Group 2, Census Tract 5036.02, Santa Clara County, California","588",
"1500000US060855036023","Block Group 3, Census Tract 5036.02, Santa Clara County, California","291",
"1500000US060855037031","Block Group 1, Census Tract 5037.03, Santa Clara County, California","154",
"1500000US060855037032","Block Group 2, Census Tract 5037.03, Santa Clara County, California","294",
"1500000US060855037033","Block Group 3, Census Tract 5037.03, Santa Clara County, California","451",
"1500000US060855037071","Block Group 1, Census Tract 5037.07, Santa Clara County, California","451",
"1500000US060855037072","Block Group 2, Census Tract 5037.07, Santa Clara County, California","596",
"1500000US060855037073","Block Group 3, Census Tract 5037.07, Santa Clara County, California","357",
"1500000US060855037081","Block Group 1, Census Tract 5037.08, Santa Clara County, California","551",
"1500000US060855037082","Block Group 2, Census Tract 5037.08, Santa Clara County, California","184",
"1500000US060855037091","Block Group 1, Census Tract 5037.09, Santa Clara County, California","491",
"1500000US060855037092","Block Group 2, Census Tract 5037.09, Santa Clara County, California","420",
"1500000US060855037093","Block Group 3, Census Tract 5037.09, Santa Clara County, California","492",
"1500000US060855037101","Block Group 1, Census Tract 5037.10, Santa Clara County, California","425",
"1500000US060855037102","Block Group 2, Census Tract 5037.10, Santa Clara County, California","534",
"1500000US060855037111","Block Group 1, Census Tract 5037.11, Santa Clara County, California","270",
"1500000US060855037112","Block Group 2, Census Tract 5037.11, Santa Clara County, California","412",
"1500000US060855037113","Block Group 3, Census Tract 5037.11, Santa Clara County, California","324",
"1500000US060855037121","Block Group 1, Census Tract 5037.12, Santa Clara County, California","325",
"1500000US060855037122","Block Group 2, Census Tract 5037.12, Santa Clara County, California","1032",
"1500000US060855037131","Block Group 1, Census Tract 5037.13, Santa Clara County, California","833",
"1500000US060855037132","Block Group 2, Census Tract 5037.13, Santa Clara County, California","289",
