"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US06085503003","Census Tract 5030.03, Santa Clara County, California","1821","22","103179","10351","79.2","5.0","109000","14599","0.7","1.1","-","-222222222","1.6","2.6","-","-222222222","12.3","3.9","130536","48920","0.0","2.2","-","-222222222","4.1","2.4","77188","2707","2.1","1.5","41250","47788","18.7","5.3","76042","31407","67.7","5.0","115720","14808","0.9","1.4","2,500-","-333333333","36.5","6.2","122994","16325","42.6","7.1","111875","15684","19.9","5.2","58274","27195","1378","94","117250","12164","55.6","6.4","123173","11479","44.4","6.4","105500","31666","75.4","7.7","124322","6068","22.4","7.7","86438","36501","2.2","2.0","107917","138540","443","93","42070","15211","56.2","16.4","40188","15360","54.0","16.3","37102","16084","2.3","3.6","-","-222222222","43.8","16.4","65750","49303","30.7","14.8","40208","58283","13.1","8.6","76458","66255","27.6","-888888888.0","(X)","-888888888","27.3","-888888888.0","(X)","(X)","24.8","-888888888.0","(X)","(X)",
"1400000US06085503105","Census Tract 5031.05, Santa Clara County, California","731","46","34175","4076","16.4","8.5","27267","78580","0.0","5.3","-","-222222222","0.0","5.3","-","-222222222","59.6","11.4","35333","10059","0.0","5.3","-","-222222222","22.6","11.7","34018","46197","1.4","2.2","-","-222222222","30.5","12.3","33185","30572","8.5","4.7","132500","160015","0.0","5.3","-","-222222222","41.0","11.5","53542","38524","33.5","14.1","35396","15115","25.4","9.1","15500","11331","519","108","32292","7145","57.8","13.7","34387","11681","42.2","13.7","26064","1442","47.0","13.7","38077","31602","30.8","14.0","27454","14878","22.2","14.2","31208","9239","212","96","35208","42369","61.3","22.2","35250","40190","56.1","23.4","35021","49367","5.2","8.9","-","-222222222","38.7","22.2","12386","138204","34.0","20.8","11818","74976","4.7","7.6","-","-222222222","26.7","-888888888.0","(X)","-888888888","27.7","-888888888.0","(X)","(X)","18.4","-888888888.0","(X)","(X)",
"1400000US06085503108","Census Tract 5031.08, Santa Clara County, California","2831","100","75975","7921","48.4","6.8","63423","11282","3.5","2.4","116250","114284","0.4","0.7","-","-222222222","31.6","4.0","102292","23491","0.0","1.4","-","-222222222","12.1","5.6","52691","13112","4.0","2.6","51179","32167","32.9","5.3","42306","9027","31.0","5.5","87981","26278","5.3","3.6","33021","43208","56.4","5.5","87353","18703","30.7","5.4","85202","21796","7.6","2.5","23609","2140","2056","207","76377","11397","52.8","7.3","75580","19048","47.2","7.3","79700","25677","67.5","7.4","107704","12152","21.9","6.6","33951","5912","10.6","4.4","34810","67575","775","172","64095","23182","50.3","12.9","85342","43958","38.6","11.7","44861","60575","11.7","8.7","147534","49469","49.7","12.9","52250","27263","31.4","11.5","45074","11512","18.3","11.3","85676","23723","28.5","-888888888.0","(X)","-888888888","32.6","-888888888.0","(X)","(X)","17.4","-888888888.0","(X)","(X)",
"1400000US06085503110","Census Tract 5031.10, Santa Clara County, California","1128","45","39387","2465","40.6","9.9","41220","7958","2.2","2.6","19338","79818","0.0","3.5","-","-222222222","36.5","6.6","41944","15470","0.0","3.5","-","-222222222","16.8","7.8","38818","6473","3.9","3.9","35556","45723","55.3","6.8","39918","2569","2.0","2.6","8563","2355","4.3","4.3","41477","18050","60.7","7.8","38408","3842","23.8","6.6","74167","45161","11.3","4.5","21113","3301","834","101","30469","12570","71.6","9.6","29036","11371","28.4","9.6","41806","37076","68.6","11.5","38955","5755","22.7","9.0","20481","6212","8.8","7.2","75078","31381","294","99","38355","10732","54.8","19.2","37730","24248","29.6","21.1","20272","8502","25.2","19.0","39079","16343","45.2","19.2","50729","41470","19.4","14.7","27614","20437","25.9","15.6","88235","22870","49.8","-888888888.0","(X)","-888888888","45.3","-888888888.0","(X)","(X)","56.1","-888888888.0","(X)","(X)",
"1400000US06085503111","Census Tract 5031.11, Santa Clara County, California","1063","66","75550","12339","45.4","7.6","52372","41836","0.9","1.5","-","-222222222","0.0","3.7","-","-222222222","43.1","7.3","98438","36633","0.0","3.7","-","-222222222","8.7","4.8","101154","44515","1.9","2.1","158750","312253","43.8","8.3","65556","24672","10.7","4.5","48864","36400","0.4","0.8","-","-222222222","35.1","8.9","79489","23454","50.2","9.1","90000","39746","14.3","5.5","49773","15874","882","90","74274","17232","56.8","9.6","74153","34685","43.2","9.6","75150","20347","76.8","9.8","91625","19733","15.5","6.9","49010","9917","7.7","6.7","39191","42371","181","88","66375","52602","55.8","27.8","77813","93242","50.3","29.6","78854","126803","5.5","8.5","-","-222222222","44.2","27.8","56000","70910","32.6","25.5","48646","22521","11.6","17.4","-","-222222222","52.2","-888888888.0","(X)","-888888888","52.5","-888888888.0","(X)","(X)","40.3","-888888888.0","(X)","(X)",
"1400000US06085503112","Census Tract 5031.12, Santa Clara County, California","1345","72","57284","17670","37.0","8.7","60598","23953","2.1","2.5","2,500-","-333333333","2.1","2.3","12188","25301","23.0","5.6","37361","34639","0.0","2.9","-","-222222222","32.6","8.3","69539","23696","3.3","3.3","37059","66667","49.7","6.1","56552","17307","24.6","6.2","88625","30357","4.8","3.7","6985","12143","55.4","7.5","77171","12935","30.0","6.7","55208","33484","9.8","2.8","22115","13739","866","111","48286","11538","55.2","8.6","53750","27722","44.8","8.6","37330","12456","58.7","9.8","77564","51760","30.9","8.8","37857","23265","10.4","6.8","58542","34497","479","108","62212","25626","39.0","14.9","75987","30365","15.4","11.2","57045","56700","23.6","14.7","95579","43156","61.0","14.9","54167","41739","34.7","14.3","55417","50033","26.3","13.6","53333","59583","29.7","-888888888.0","(X)","-888888888","35.3","-888888888.0","(X)","(X)","15.9","-888888888.0","(X)","(X)",
"1400000US06085503113","Census Tract 5031.13, Santa Clara County, California","1283","30","42871","8685","39.0","7.9","38902","6858","3.5","2.7","36964","105686","0.0","3.1","-","-222222222","2.4","2.4","56932","24513","0.0","3.1","-","-222222222","52.4","8.2","43516","13565","2.7","3.2","61902","26610","79.3","6.0","42375","8488","12.1","4.3","34625","23360","5.9","5.5","73021","109132","65.9","8.4","45331","5583","18.9","6.2","39453","14617","9.2","4.0","26667","11401","1038","104","39875","6244","75.9","8.2","38630","6483","24.1","8.2","53750","29213","59.1","11.7","43068","17289","21.0","10.7","32708","12696","19.9","9.3","43144","34999","245","102","32656","6047","54.7","19.7","31724","7020","51.8","19.8","31422","6642","2.9","4.8","-","-222222222","45.3","19.7","33594","23132","31.0","19.3","30000","54269","14.3","16.0","34323","28632","52.7","-888888888.0","(X)","-888888888","55.6","-888888888.0","(X)","(X)","23.7","-888888888.0","(X)","(X)",
"1400000US06085503115","Census Tract 5031.15, Santa Clara County, California","2283","124","96131","6245","63.3","4.5","83060","9656","0.6","0.8","-","-222222222","1.8","1.5","42273","95120","29.3","3.4","131957","31102","0.0","1.7","-","-222222222","4.4","2.6","82159","29582","0.6","0.9","-","-222222222","14.5","4.4","82130","12091","54.1","5.3","82400","13917","0.0","1.7","-","-222222222","48.2","3.9","140625","28079","29.7","3.3","94688","8252","22.2","3.3","37622","4230","1519","120","119659","15880","39.1","5.5","99500","20189","60.9","5.5","135521","20247","72.9","8.6","130854","19206","14.2","6.4","51172","19345","12.9","6.7","106818","96379","764","123","71842","22159","61.3","8.8","47115","18165","48.4","9.5","36579","7224","12.8","5.3","80833","17616","38.7","8.8","86818","15702","34.2","9.2","81620","13162","4.6","4.0","142188","171510","33.5","-888888888.0","(X)","-888888888","30.0","-888888888.0","(X)","(X)","38.4","-888888888.0","(X)","(X)",
"1400000US06085503116","Census Tract 5031.16, Santa Clara County, California","2150","83","81111","8415","57.0","5.7","53867","14765","3.4","2.6","205509","145535","0.0","1.8","-","-222222222","33.8","5.2","100938","18597","0.0","1.8","-","-222222222","5.4","3.4","83561","4905","0.4","0.6","-","-222222222","14.0","5.0","72750","67807","47.8","5.5","60274","17605","0.4","0.7","-","-222222222","46.8","6.2","97717","17596","31.0","7.2","77935","9060","21.8","4.9","23125","4351","1165","135","100804","11438","44.9","8.9","124375","13917","55.1","8.9","86250","6633","77.8","7.1","105288","20871","22.2","7.1","77083","35419","0.0","3.4","-","**","985","143","34569","7259","46.6","11.8","34909","18302","42.7","11.3","34153","15472","3.9","2.9","86500","50326","53.4","11.8","34286","11698","41.1","12.5","29345","10214","12.3","7.1","89375","271675","24.4","-888888888.0","(X)","-888888888","24.8","-888888888.0","(X)","(X)","24.0","-888888888.0","(X)","(X)",
"1400000US06085503117","Census Tract 5031.17, Santa Clara County, California","749","43","35949","5269","29.5","11.3","37433","16938","4.3","6.8","-","-222222222","1.5","2.8","-","-222222222","37.5","9.3","50972","25833","0.0","5.2","-","-222222222","24.2","9.3","31845","37837","3.1","4.5","2,500-","-333333333","48.1","10.7","35568","7810","8.0","7.7","36210","61532","3.7","4.8","-","-222222222","43.7","13.8","31964","5100","33.4","9.3","37051","27335","19.2","7.0","73378","40404","636","90","36683","3957","63.7","11.6","32345","5807","36.3","11.6","57292","43050","60.8","15.5","35720","26872","27.2","15.4","22250","32458","11.9","8.5","56389","27764","113","78","14417","41697","53.1","33.0","10156","19388","53.1","33.0","10156","19388","0.0","29.0","-","-222222222","46.9","33.0","37137","66167","19.5","26.3","90667","45510","27.4","31.9","-","-222222222","33.1","-888888888.0","(X)","-888888888","32.9","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US06085503118","Census Tract 5031.18, Santa Clara County, California","1569","107","61035","2771","38.7","8.1","62335","17003","3.2","2.9","56974","58356","4.1","3.8","76179","16309","40.9","9.9","53750","10802","0.0","2.5","-","-222222222","11.6","7.3","66310","11072","1.5","2.3","-","-222222222","37.2","8.6","63065","7461","14.1","5.4","59414","41317","8.1","6.1","83168","28751","54.0","8.3","60250","5914","29.6","6.0","62156","14585","8.3","2.8","39444","24217","1145","155","61756","7629","44.0","10.4","56894","20637","56.0","10.4","63456","11805","67.8","11.6","66548","11066","10.7","7.2","23000","34512","21.6","9.9","65987","34292","424","119","55000","26778","37.5","14.5","56467","29230","21.7","15.1","28611","63626","15.8","15.1","60820","31880","62.5","14.5","40089","59576","48.1","16.6","37917","15399","14.4","11.2","114196","37209","30.8","-888888888.0","(X)","-888888888","32.9","-888888888.0","(X)","(X)","17.7","-888888888.0","(X)","(X)",
"1400000US06085503121","Census Tract 5031.21, Santa Clara County, California","1477","97","65692","7550","55.0","12.2","76955","18101","9.7","5.7","13803","23959","2.6","3.2","105759","103099","8.9","5.9","71667","30000","0.0","2.7","-","-222222222","20.4","10.9","44316","38176","3.3","3.3","90750","98072","47.9","9.4","65335","11394","30.9","9.4","80287","23333","4.2","4.6","42961","62503","38.5","9.1","56250","20094","42.8","10.2","76268","8685","14.6","4.7","17054","7962","798","140","50962","37228","45.0","12.1","45332","12321","55.0","12.1","82969","16725","56.0","15.0","75288","25271","18.2","10.4","15179","33226","25.8","14.8","47071","53290","679","137","47467","35549","50.5","14.3","21467","45869","47.6","14.7","20380","30712","2.9","5.1","-","-222222222","49.5","14.3","67794","33256","28.1","14.9","57768","32475","21.4","14.6","76602","39817","37.0","-888888888.0","(X)","-888888888","43.7","-888888888.0","(X)","(X)","29.2","-888888888.0","(X)","(X)",
"1400000US06085503122","Census Tract 5031.22, Santa Clara County, California","1076","106","31083","7847","52.0","10.0","22401","9396","4.5","3.3","45000","21377","3.3","3.4","32019","209537","34.3","8.3","33218","9817","1.0","1.6","-","-222222222","5.0","3.5","19911","91740","0.0","3.6","-","-222222222","25.8","7.4","26250","15688","32.7","10.7","17457","14733","4.1","4.3","12037","15676","37.2","8.9","34415","35020","42.6","10.3","30000","19574","16.2","8.8","12464","72296","621","98","55881","13577","53.3","10.9","51250","24058","46.7","10.9","70789","38904","58.9","14.0","59545","25725","16.7","10.0","23200","4731","24.3","12.7","57415","128397","455","110","14507","4620","40.4","18.0","11835","2428","40.4","18.0","11835","2428","0.0","8.4","-","-222222222","59.6","18.0","20236","7223","53.0","18.5","18403","8300","6.6","7.8","83125","78541","42.0","-888888888.0","(X)","-888888888","53.5","-888888888.0","(X)","(X)","26.4","-888888888.0","(X)","(X)",
"1400000US06085503123","Census Tract 5031.23, Santa Clara County, California","1548","111","28188","11938","47.0","8.8","29231","18960","13.2","8.5","35174","21968","0.0","2.5","-","-222222222","11.8","4.9","24500","37988","0.0","2.5","-","-222222222","25.8","8.8","19693","30821","2.3","2.1","31635","17446","33.1","9.2","29213","20361","39.6","8.3","26719","13678","8.1","6.0","41573","14563","30.7","10.3","39924","7147","40.0","10.6","26534","8438","21.2","6.8","20104","8630","699","165","36406","17787","59.8","14.5","38581","15645","40.2","14.5","26677","18353","48.9","14.1","42372","6229","43.1","14.7","18995","6479","8.0","9.5","25793","1781","849","185","24892","5796","57.0","15.2","25134","7107","48.8","15.1","21351","6238","8.2","7.1","41774","33120","43.0","15.2","24680","20296","39.7","14.6","24680","20223","3.3","3.9","32500","31878","33.3","-888888888.0","(X)","-888888888","40.5","-888888888.0","(X)","(X)","24.3","-888888888.0","(X)","(X)",
"1400000US06085503204","Census Tract 5032.04, Santa Clara County, California","2098","111","54924","5467","41.7","7.2","60132","11890","10.0","4.8","66780","11234","2.1","2.0","17422","48938","32.0","5.0","45144","7392","0.0","1.9","-","-222222222","12.8","5.0","59900","15330","1.5","1.8","6938","23943","44.3","6.3","56818","8899","11.8","4.9","75893","39261","2.0","1.9","35625","50343","47.2","7.3","67500","7376","42.3","8.8","51847","3607","8.5","3.9","21354","32507","1650","177","53435","3293","58.0","7.7","51392","10155","42.0","7.7","54873","8190","54.9","9.2","58684","10434","32.3","9.7","51437","6900","12.8","6.3","31719","27159","448","144","54444","21794","45.1","20.4","58125","32189","24.8","11.1","19896","60431","20.3","17.1","72031","53573","54.9","20.4","53611","40700","42.2","19.4","38523","48030","12.7","13.0","83173","56741","44.7","-888888888.0","(X)","-888888888","42.8","-888888888.0","(X)","(X)","37.3","-888888888.0","(X)","(X)",
"1400000US06085503207","Census Tract 5032.07, Santa Clara County, California","989","52","90990","28115","25.0","8.8","66563","32842","6.2","4.8","188393","101453","0.0","4.0","-","-222222222","57.2","7.9","92396","24892","0.0","4.0","-","-222222222","8.1","6.7","67143","102261","3.5","3.5","53681","26192","20.5","8.5","65134","39709","13.4","8.3","88173","45300","1.0","1.6","-","-222222222","35.5","7.5","89519","33533","52.5","6.8","96094","55954","11.0","5.2","76161","60952","865","80","92994","19048","57.7","9.4","89702","31242","42.3","9.4","94295","26738","83.4","8.7","94356","23027","10.1","6.1","100781","40639","6.6","6.7","27096","41249","124","58","48889","33422","63.7","21.7","51797","79754","38.7","27.9","43333","46875","25.0","26.1","-","-222222222","36.3","21.7","22679","26401","24.2","19.5","47778","55873","12.1","17.7","-","-222222222","28.6","-888888888.0","(X)","-888888888","27.3","-888888888.0","(X)","(X)","37.9","-888888888.0","(X)","(X)",
"1400000US06085503208","Census Tract 5032.08, Santa Clara County, California","836","44","84766","11190","45.0","9.2","83984","9223","5.1","3.7","77969","18730","0.0","4.7","-","-222222222","33.4","8.0","100721","39093","0.0","4.7","-","-222222222","15.4","7.3","73950","20719","1.1","1.8","-","-222222222","52.0","7.3","82617","9735","10.2","4.8","91648","35425","7.1","7.3","165331","167141","29.3","9.9","83164","7972","52.4","8.0","94000","13404","11.2","7.0","46250","31748","619","122","78733","5933","47.2","13.1","78349","21360","52.8","13.1","79803","19727","74.5","10.9","83789","9139","10.2","7.0","72750","70515","15.3","9.3","52216","63209","217","104","100112","65885","94.9","8.2","100288","53013","29.0","26.3","50114","53371","65.9","28.9","101298","28219","5.1","8.2","-","-222222222","0.0","16.8","-","-222222222","5.1","8.2","-","-222222222","58.3","-888888888.0","(X)","-888888888","43.8","-888888888.0","(X)","(X)","80.2","-888888888.0","(X)","(X)",
"1400000US06085503210","Census Tract 5032.10, Santa Clara County, California","930","55","75294","19311","46.9","10.8","76765","26906","8.3","8.6","-","-222222222","0.0","4.2","-","-222222222","35.2","5.2","100417","39633","0.0","4.2","-","-222222222","9.7","7.2","24125","36642","0.0","4.2","-","-222222222","46.0","7.1","62143","11255","11.8","7.1","76324","51359","7.3","8.8","-","-222222222","44.7","11.3","66094","45446","42.2","10.8","86862","28833","5.8","4.4","21800","4808","747","108","85612","23687","55.7","10.7","67031","31334","44.3","10.7","87367","76029","80.5","11.2","100917","37609","9.1","7.5","38889","82376","10.4","8.7","59324","92775","183","89","21450","46899","52.5","37.0","11558","621","7.1","9.9","11806","42260","45.4","39.5","11526","3208","47.5","37.0","55878","3415","41.0","36.7","55984","2911","6.6","8.2","34375","113114","56.8","-888888888.0","(X)","-888888888","46.1","-888888888.0","(X)","(X)","82.5","-888888888.0","(X)","(X)",
"1400000US06085503211","Census Tract 5032.11, Santa Clara County, California","1095","53","101446","21157","36.5","6.2","76667","44418","0.0","3.6","-","-222222222","1.6","1.9","175139","304282","54.3","5.5","102670","10731","0.0","3.6","-","-222222222","7.1","4.2","127875","53726","0.5","0.7","-","-222222222","27.9","6.2","72250","49938","15.8","5.4","111354","43303","3.7","4.0","77440","106086","34.6","8.2","105139","24052","48.6","9.0","101442","31816","13.1","5.3","77788","44672","1028","60","81548","23134","50.0","8.3","63889","31220","50.0","8.3","99259","28480","69.3","9.2","101275","17989","16.7","7.4","58611","35979","14.0","6.8","31638","31162","67","35","115625","62445","64.2","28.7","89306","80116","41.8","25.4","24643","287272","22.4","24.3","89583","48477","35.8","28.7","119500","217069","28.4","28.2","210341","324756","7.5","12.2","-","-222222222","46.3","-888888888.0","(X)","-888888888","40.2","-888888888.0","(X)","(X)","41.8","-888888888.0","(X)","(X)",
"1400000US06085503212","Census Tract 5032.12, Santa Clara County, California","985","20","81676","7031","26.3","6.2","78417","13369","6.4","4.5","88155","9961","1.3","2.1","-","-222222222","56.0","6.5","87794","43916","0.0","4.0","-","-222222222","6.6","5.6","80815","36856","3.4","2.7","109625","104573","26.3","4.8","78583","10889","7.7","4.1","122917","82905","0.0","4.0","-","-222222222","35.6","6.9","59904","69546","42.8","7.1","100000","43939","21.5","4.6","80278","9120","938","41","79435","8073","51.4","7.0","70481","13363","48.6","7.0","81862","20463","67.2","10.2","101471","49260","19.0","8.7","38750","35303","13.9","8.2","61818","56729","47","37","29922","50003","48.9","38.5","29297","10089","48.9","38.5","29297","10089","0.0","48.0","-","-222222222","51.1","38.5","83611","91816","51.1","38.5","83611","91816","0.0","48.0","-","-222222222","55.7","-888888888.0","(X)","-888888888","51.8","-888888888.0","(X)","(X)","31.9","-888888888.0","(X)","(X)",
"1400000US06085503213","Census Tract 5032.13, Santa Clara County, California","1237","52","48156","14502","34.2","7.1","68795","13033","1.6","1.9","21923","5210","0.0","3.2","-","-222222222","55.3","5.8","39444","16189","0.0","3.2","-","-222222222","8.9","4.6","26667","26389","0.0","3.2","-","-222222222","27.0","5.3","39297","33698","16.1","4.5","102550","17096","5.0","4.9","104300","41881","37.0","4.7","55294","31726","44.1","7.1","39890","18349","13.9","4.9","41250","21310","1070","80","48380","11056","48.1","8.2","48185","16369","51.9","8.2","48664","15952","74.8","9.5","39816","23802","13.4","7.2","48565","31405","11.9","7.1","49726","75095","167","70","27625","32443","44.3","24.8","11250","11029","44.3","24.8","11250","11029","0.0","21.1","-","-222222222","55.7","24.8","48281","36897","55.7","24.8","48281","36897","0.0","21.1","-","-222222222","39.7","-888888888.0","(X)","-888888888","40.5","-888888888.0","(X)","(X)","26.9","-888888888.0","(X)","(X)",
"1400000US06085503214","Census Tract 5032.14, Santa Clara County, California","1682","102","54858","12450","27.5","6.8","61295","13295","0.0","2.3","-","-222222222","0.0","2.3","-","-222222222","52.1","7.3","49306","5144","3.0","3.3","158322","107695","13.9","5.2","46058","28809","3.4","2.2","104091","26890","37.3","7.0","56875","15997","5.7","3.3","56548","18155","3.9","3.5","48333","101888","37.5","8.1","53693","32538","41.7","8.4","60750","17162","16.8","6.4","29181","43066","1368","140","61011","13660","49.6","8.8","51373","9038","50.4","8.8","73750","13848","74.7","7.3","60266","16798","17.9","6.8","75450","21792","7.4","3.8","52159","33871","314","105","22105","19605","53.2","19.8","12234","7138","41.4","19.4","11475","1073","11.8","14.3","21713","78062","46.8","19.8","36477","32126","26.4","14.4","34875","20983","20.4","19.0","49444","428683","53.0","-888888888.0","(X)","-888888888","55.7","-888888888.0","(X)","(X)","41.1","-888888888.0","(X)","(X)",
"1400000US06085503217","Census Tract 5032.17, Santa Clara County, California","1051","51","56976","13721","50.5","9.1","50945","14825","0.0","3.7","-","-222222222","0.7","1.0","-","-222222222","23.1","4.7","85219","18979","1.4","2.2","-","-222222222","24.1","8.8","57171","22703","0.2","0.8","-","-222222222","68.3","7.0","52134","17036","7.9","4.4","19750","75832","2.0","3.2","-","-222222222","49.0","7.0","52287","20685","36.3","6.5","67368","26527","12.7","5.7","41250","13404","921","91","63512","15151","63.1","8.7","63750","29132","36.9","8.7","63438","44731","78.2","9.3","66349","7852","10.4","5.8","26333","114759","11.4","7.5","42974","22154","130","81","22734","9475","36.2","26.8","43203","77794","36.2","26.8","43203","77794","0.0","26.0","-","-222222222","63.8","26.8","19750","8309","63.8","26.8","19750","8309","0.0","26.0","-","-222222222","38.2","-888888888.0","(X)","-888888888","39.8","-888888888.0","(X)","(X)","6.9","-888888888.0","(X)","(X)",
"1400000US06085503218","Census Tract 5032.18, Santa Clara County, California","1115","60","34736","5652","49.8","10.0","33506","8837","6.3","5.7","28462","33519","0.0","3.5","-","-222222222","18.5","7.5","43750","16753","0.0","3.5","-","-222222222","21.4","8.4","36193","23672","4.0","4.3","33250","31600","70.3","9.4","33258","3782","4.5","3.5","47308","32808","6.6","5.4","33800","10060","55.2","10.2","40156","12625","23.2","7.7","34427","14766","15.0","6.4","28550","28246","920","94","40203","10691","62.4","10.4","32845","6491","37.6","10.4","61929","4703","61.4","11.9","36326","9115","24.8","11.0","32130","21247","13.8","6.9","61250","8584","195","89","17841","10020","64.1","24.1","16635","10802","58.5","24.1","15577","10056","5.6","9.2","-","-222222222","35.9","24.1","36071","37359","28.7","22.9","37321","34881","7.2","11.3","-","-222222222","39.6","-888888888.0","(X)","-888888888","34.2","-888888888.0","(X)","(X)","40.5","-888888888.0","(X)","(X)",
"1400000US06085503304","Census Tract 5033.04, Santa Clara County, California","1745","91","44771","10740","39.3","5.5","47689","16343","3.2","2.2","32500","1965","0.3","0.5","-","-222222222","46.2","4.7","56000","23087","0.0","2.3","-","-222222222","7.3","3.6","33500","20187","3.7","2.9","19318","135741","38.9","5.2","39127","7574","8.4","3.4","67946","24374","7.8","4.7","21034","20267","42.2","6.1","58177","6647","34.7","6.1","37532","8225","15.3","3.8","43669","39630","1481","124","46384","10368","58.3","7.5","45536","12213","41.7","7.5","54327","26403","63.8","7.7","58359","8015","25.8","8.3","37535","5988","10.4","4.9","40625","31279","264","96","22256","11464","63.3","17.5","22043","15115","63.3","17.5","22043","15115","0.0","14.0","-","-222222222","36.7","17.5","30875","41178","32.6","18.3","14839","65874","4.2","6.6","-","-222222222","37.0","-888888888.0","(X)","-888888888","39.6","-888888888.0","(X)","(X)","9.5","-888888888.0","(X)","(X)",
"1400000US06085503305","Census Tract 5033.05, Santa Clara County, California","1494","58","47731","6530","28.0","6.2","68667","23057","1.1","1.5","-","-222222222","0.8","1.3","-","-222222222","56.2","5.6","39397","6071","0.7","1.2","-","-222222222","11.4","5.5","64722","24227","1.7","1.8","72969","28183","32.7","5.2","68583","13159","7.4","3.3","46314","6074","1.1","1.4","-","-222222222","25.5","8.3","68750","27457","49.4","7.2","48333","9438","24.0","5.7","19844","15298","1166","128","49632","12790","36.2","9.2","53500","20623","63.8","9.2","49458","10793","50.8","10.8","60000","16414","40.3","10.6","42182","7722","8.9","5.2","80735","49341","328","123","12073","13737","63.7","20.2","11493","3341","63.7","20.2","11493","3341","0.0","11.5","-","-222222222","36.3","20.2","45353","26274","36.3","20.2","45353","26274","0.0","11.5","-","-222222222","39.8","-888888888.0","(X)","-888888888","41.0","-888888888.0","(X)","(X)","18.6","-888888888.0","(X)","(X)",
"1400000US06085503306","Census Tract 5033.06, Santa Clara County, California","830","64","60583","8596","58.6","11.5","68393","19020","6.6","5.8","23350","15810","1.3","2.1","-","-222222222","17.8","7.1","84091","34890","1.2","1.9","-","-222222222","12.9","7.7","54625","4633","1.6","2.4","-","-222222222","62.8","9.0","68170","13896","11.6","5.5","31875","20476","0.0","4.7","-","-222222222","38.3","9.3","62283","15611","33.6","8.0","71250","29871","28.1","7.0","53839","27921","688","85","67768","12475","42.4","9.2","68482","9595","57.6","9.2","63462","25549","58.6","11.4","64632","19429","24.9","11.1","54716","8174","16.6","9.6","82969","26981","142","63","35714","14378","33.1","23.2","16875","18817","33.1","23.2","16875","18817","0.0","24.2","-","-222222222","66.9","23.2","40341","22373","47.9","25.9","37045","19990","19.0","21.0","110515","123257","58.8","-888888888.0","(X)","-888888888","55.4","-888888888.0","(X)","(X)","57.0","-888888888.0","(X)","(X)",
